Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,no_of_total_guests,no_of_total_days_stay
INN08347,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,2,3
INN15170,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled,2,2
INN04449,2,0,1,3,Meal Plan 1,0,Room_Type 4,4,2017,10,19,Offline,0,0,0,72.25,0,Not_Canceled,2,4
INN28213,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,11,11,Online,0,0,0,79.46,1,Not_Canceled,2,3
INN24028,2,1,0,2,Meal Plan 1,0,Room_Type 1,42,2018,11,24,Offline,0,0,0,85.05,0,Not_Canceled,3,2
INN31830,2,0,1,0,Meal Plan 1,0,Room_Type 2,7,2017,12,20,Online,0,0,0,77.25,0,Not_Canceled,2,1
INN14836,2,1,1,2,Meal Plan 1,0,Room_Type 1,7,2018,7,4,Online,0,0,0,160.33,2,Not_Canceled,3,3
INN26050,2,2,0,2,Meal Plan 1,0,Room_Type 5,117,2018,4,29,Online,0,0,0,123.62,0,Canceled,4,2
INN28353,3,0,2,0,Meal Plan 1,1,Room_Type 4,4,2018,3,20,Online,0,0,0,166.0,0,Not_Canceled,3,2
INN08265,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,1,2
INN26747,1,0,1,1,Meal Plan 1,0,Room_Type 1,106,2017,7,4,Online,0,0,0,68.0,0,Canceled,1,2
INN31371,1,0,0,1,Meal Plan 1,1,Room_Type 1,5,2018,5,24,Corporate,1,1,4,67.0,0,Not_Canceled,1,1
INN11803,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled,2,1
INN10053,2,0,0,3,Meal Plan 1,0,Room_Type 2,128,2018,5,5,Online,0,0,0,104.18,0,Not_Canceled,2,3
INN15560,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled,1,6
INN09327,1,0,0,1,Meal Plan 1,1,Room_Type 1,19,2018,10,26,Corporate,1,0,9,98.0,1,Not_Canceled,1,1
INN30120,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,1,3
INN17835,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,2,2
INN13239,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled,2,2
INN35259,2,1,1,0,Meal Plan 1,1,Room_Type 1,127,2018,8,14,Online,0,0,0,139.5,0,Not_Canceled,3,1
INN07569,2,0,0,4,Not Selected,0,Room_Type 1,9,2018,12,28,Online,0,0,0,95.2,1,Not_Canceled,2,4
INN29364,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,1,3
INN31632,2,0,1,4,Meal Plan 1,0,Room_Type 4,41,2018,3,28,Online,0,0,0,114.04,0,Not_Canceled,2,5
INN00032,2,0,2,2,Meal Plan 1,0,Room_Type 1,107,2018,11,13,Online,0,0,0,87.5,1,Not_Canceled,2,4
INN35761,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,10,9,Offline,0,0,0,80.75,0,Not_Canceled,2,5
INN09106,2,0,1,3,Meal Plan 1,0,Room_Type 1,7,2018,11,24,Online,0,0,0,98.13,2,Not_Canceled,2,4
INN06312,2,0,0,1,Meal Plan 1,0,Room_Type 1,114,2018,3,11,Online,0,0,0,57.73,0,Not_Canceled,2,1
INN14803,1,0,1,1,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Corporate,0,0,0,95.0,0,Not_Canceled,1,2
INN23961,2,0,0,4,Meal Plan 1,0,Room_Type 4,64,2018,4,20,Online,0,0,0,114.33,1,Canceled,2,4
INN00479,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,2,3
INN08097,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,1,6,Online,0,0,0,75.0,0,Not_Canceled,2,1
INN17277,1,1,1,5,Meal Plan 1,0,Room_Type 1,219,2018,10,24,Online,0,0,0,106.25,0,Canceled,2,6
INN12374,2,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,4,17,Offline,0,0,0,90.95,0,Not_Canceled,2,5
INN27066,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,62.0,0,Canceled,2,2
INN22515,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75.0,0,Not_Canceled,2,3
INN16980,1,0,1,3,Meal Plan 1,0,Room_Type 5,4,2018,9,19,Corporate,0,0,0,181.79,0,Not_Canceled,1,4
INN27922,2,2,0,1,Meal Plan 1,1,Room_Type 6,5,2018,5,27,Online,0,0,0,250.0,1,Not_Canceled,4,1
INN14444,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,4,16,Online,0,0,0,96.3,1,Not_Canceled,2,3
INN30228,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled,2,2
INN03143,3,0,2,1,Meal Plan 1,0,Room_Type 4,101,2018,7,31,Online,0,0,0,140.7,0,Not_Canceled,3,3
INN16891,3,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,9,26,Offline,0,0,0,133.0,1,Not_Canceled,3,1
INN16017,2,0,1,4,Meal Plan 2,0,Room_Type 1,35,2018,10,31,Offline,0,0,0,105.0,0,Not_Canceled,2,5
INN19458,3,0,1,2,Meal Plan 1,0,Room_Type 4,97,2018,8,1,Online,0,0,0,150.3,2,Not_Canceled,3,3
INN10006,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2018,7,6,Online,0,0,0,90.78,1,Not_Canceled,2,3
INN16623,1,0,2,4,Meal Plan 1,0,Room_Type 1,106,2018,11,6,Corporate,0,0,0,79.0,0,Canceled,1,6
INN13919,2,0,1,1,Meal Plan 1,0,Room_Type 1,96,2018,10,8,Online,0,0,0,118.8,3,Not_Canceled,2,2
INN05108,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,99.9,0,Canceled,2,2
INN21383,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled,2,3
INN32699,2,0,0,1,Meal Plan 1,1,Room_Type 4,9,2018,10,20,Online,1,0,1,12.0,1,Not_Canceled,2,1
INN32666,2,0,0,3,Meal Plan 1,0,Room_Type 4,127,2018,10,12,Online,0,0,0,132.3,2,Canceled,2,3
INN18001,2,0,2,2,Not Selected,0,Room_Type 1,66,2018,10,16,Online,0,0,0,108.0,1,Canceled,2,4
INN12135,2,0,2,1,Not Selected,0,Room_Type 1,22,2018,1,9,Online,0,0,0,65.75,0,Not_Canceled,2,3
INN30540,1,0,0,2,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled,1,2
INN10811,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2017,9,26,Online,0,0,0,206.0,1,Not_Canceled,1,4
INN28581,2,1,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Offline,0,0,0,64.0,1,Not_Canceled,3,2
INN21818,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2017,9,22,Online,0,0,0,145.0,1,Not_Canceled,2,3
INN26920,2,0,0,2,Meal Plan 1,0,Room_Type 1,98,2018,9,30,Offline,0,0,0,95.0,0,Canceled,2,2
INN31394,2,0,1,3,Not Selected,0,Room_Type 1,5,2018,2,8,Online,0,0,0,69.1,0,Not_Canceled,2,4
INN02332,0,2,2,1,Meal Plan 1,0,Room_Type 2,34,2018,6,12,Online,0,0,0,119.5,1,Not_Canceled,2,3
INN08759,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled,2,3
INN11439,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,3,1,Offline,0,0,0,56.0,0,Not_Canceled,1,3
INN21451,2,2,0,2,Meal Plan 1,1,Room_Type 6,8,2017,10,21,Online,0,0,0,205.0,1,Not_Canceled,4,2
INN16631,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,6,1,Corporate,1,2,5,67.0,0,Not_Canceled,1,1
INN22860,2,0,1,2,Meal Plan 1,0,Room_Type 4,5,2018,9,12,Online,0,0,0,177.33,0,Canceled,2,3
INN11934,1,0,1,0,Meal Plan 1,0,Room_Type 4,61,2018,12,19,Offline,0,0,0,78.2,0,Not_Canceled,1,1
INN02842,2,0,0,2,Not Selected,0,Room_Type 1,2,2017,12,17,Online,0,0,0,63.75,1,Not_Canceled,2,2
INN11916,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,9,26,Online,0,0,0,170.0,1,Not_Canceled,2,2
INN16068,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,6,1,Online,0,0,0,125.1,2,Not_Canceled,3,1
INN02136,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2017,9,18,Online,0,0,0,89.25,1,Not_Canceled,2,3
INN34051,2,1,2,3,Meal Plan 1,0,Room_Type 1,17,2018,11,27,Online,0,0,0,97.7,0,Canceled,3,5
INN10540,2,0,0,4,Meal Plan 1,0,Room_Type 1,21,2017,9,1,Online,0,0,0,105.0,0,Not_Canceled,2,4
INN31783,2,0,1,3,Meal Plan 1,0,Room_Type 1,194,2018,9,1,Online,0,0,0,102.85,0,Canceled,2,4
INN01832,1,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled,1,2
INN07721,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,25,Online,0,0,0,120.0,2,Not_Canceled,2,1
INN13644,2,2,1,2,Meal Plan 1,0,Room_Type 6,79,2018,4,4,Online,0,0,0,162.3,2,Not_Canceled,4,3
INN03534,2,0,2,4,Meal Plan 1,0,Room_Type 2,292,2018,10,23,Online,0,0,0,81.82,1,Not_Canceled,2,6
INN04097,2,0,0,2,Meal Plan 1,0,Room_Type 1,286,2018,12,9,Online,0,0,0,78.3,2,Not_Canceled,2,2
INN30691,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78.0,1,Not_Canceled,2,5
INN23850,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled,1,2
INN08014,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,62.0,0,Not_Canceled,1,4
INN05140,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,19,Offline,0,0,0,144.0,0,Not_Canceled,2,3
INN29307,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,13,Online,0,0,0,106.0,0,Canceled,2,2
INN05912,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled,1,2
INN11511,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled,2,3
INN06692,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled,2,3
INN23370,3,0,0,1,Meal Plan 1,0,Room_Type 4,35,2018,4,22,Online,0,0,0,137.7,0,Not_Canceled,3,1
INN26979,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Canceled,2,3
INN28154,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled,2,5
INN28926,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,11,25,Online,0,0,0,93.6,0,Canceled,2,2
INN34023,2,0,2,3,Not Selected,0,Room_Type 1,84,2018,7,17,Online,0,0,0,96.3,0,Canceled,2,5
INN27547,2,0,1,2,Not Selected,0,Room_Type 1,28,2018,12,2,Online,0,0,0,88.0,1,Not_Canceled,2,3
INN36006,3,0,0,2,Meal Plan 1,0,Room_Type 4,89,2018,9,9,Online,0,0,0,168.3,2,Not_Canceled,3,2
INN08293,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,5,11,Corporate,1,0,7,67.0,0,Not_Canceled,1,1
INN30784,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,124.1,2,Not_Canceled,3,4
INN35669,2,0,0,2,Meal Plan 1,0,Room_Type 1,297,2018,9,23,Online,0,0,0,118.0,1,Canceled,2,2
INN06145,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,111.75,2,Not_Canceled,2,4
INN32142,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,80.75,1,Not_Canceled,2,4
INN04149,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Canceled,1,1
INN22437,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled,2,5
INN19296,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,11,30,Offline,0,0,0,98.1,0,Not_Canceled,3,2
INN29684,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,4,Offline,0,0,0,85.0,0,Not_Canceled,2,1
INN09627,2,0,0,2,Meal Plan 1,0,Room_Type 1,238,2018,9,21,Online,0,0,0,126.9,1,Canceled,2,2
INN13574,1,0,1,0,Not Selected,1,Room_Type 1,7,2018,4,11,Online,0,0,0,89.0,0,Not_Canceled,1,1
INN21582,2,0,2,5,Meal Plan 1,0,Room_Type 4,12,2018,1,10,Online,0,0,0,72.96,0,Not_Canceled,2,7
INN33182,2,0,2,3,Meal Plan 1,0,Room_Type 1,95,2018,11,18,Online,0,0,0,85.0,1,Not_Canceled,2,5
INN17559,2,0,0,1,Not Selected,0,Room_Type 1,73,2018,9,15,Corporate,0,0,0,100.0,1,Canceled,2,1
INN24454,3,0,1,2,Meal Plan 1,0,Room_Type 1,102,2018,5,13,Offline,0,0,0,105.0,1,Not_Canceled,3,3
INN32208,2,0,2,3,Meal Plan 1,0,Room_Type 1,177,2018,10,30,Offline,0,0,0,68.68,1,Not_Canceled,2,5
INN25925,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled,2,1
INN23322,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled,2,3
INN14846,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled,2,3
INN23813,2,0,1,3,Meal Plan 1,1,Room_Type 1,145,2018,11,7,Online,0,0,0,174.15,2,Not_Canceled,2,4
INN33476,2,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,8,23,Online,0,0,0,163.67,0,Canceled,2,3
INN34966,1,0,5,10,Meal Plan 1,0,Room_Type 4,3,2018,5,9,Aviation,0,0,0,110.0,0,Canceled,1,15
INN08451,2,0,2,1,Not Selected,0,Room_Type 1,86,2018,4,2,Online,0,0,0,76.5,1,Canceled,2,3
INN26925,2,0,1,3,Meal Plan 1,0,Room_Type 2,102,2018,12,26,Online,0,0,0,110.34,0,Canceled,2,4
INN09655,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,11,3,Online,0,0,0,82.39,1,Not_Canceled,2,1
INN13676,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91.0,0,Not_Canceled,1,3
INN20946,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,2,3
INN15301,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,2,3
INN17883,3,0,2,0,Meal Plan 1,0,Room_Type 4,79,2018,9,11,Online,0,0,0,168.3,0,Canceled,3,2
INN29560,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,30,Corporate,0,0,0,88.0,0,Not_Canceled,1,1
INN23757,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,1,2
INN26354,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,9,16,Online,0,0,0,127.8,0,Canceled,1,2
INN31114,2,0,1,3,Not Selected,0,Room_Type 1,49,2018,2,22,Online,0,0,0,65.75,1,Not_Canceled,2,4
INN34369,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,10,9,Online,0,0,0,126.0,1,Not_Canceled,2,1
INN27800,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,4,6,Online,0,0,0,95.2,0,Canceled,2,4
INN17022,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,2,3
INN14909,2,0,2,3,Not Selected,0,Room_Type 1,45,2018,3,10,Online,0,0,0,67.15,1,Not_Canceled,2,5
INN34589,1,0,1,0,Meal Plan 1,0,Room_Type 1,118,2018,9,18,Offline,0,0,0,125.0,0,Canceled,1,1
INN02503,2,0,2,3,Meal Plan 1,0,Room_Type 1,10,2018,5,29,Offline,0,0,0,95.0,0,Not_Canceled,2,5
INN06339,2,10,0,2,Meal Plan 1,0,Room_Type 4,37,2018,1,12,Online,0,0,0,84.45,1,Not_Canceled,12,2
INN29536,2,2,2,1,Meal Plan 1,0,Room_Type 6,46,2018,9,3,Online,0,0,0,181.8,0,Canceled,4,3
INN09877,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,7,5,Offline,0,0,0,114.4,0,Not_Canceled,1,1
INN22450,2,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,7,28,Online,0,0,0,105.3,1,Not_Canceled,2,1
INN35090,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,2,3
INN21125,0,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,1,7,Online,0,0,0,6.0,0,Not_Canceled,2,1
INN03473,2,0,1,4,Not Selected,0,Room_Type 1,3,2018,3,7,Online,0,0,0,90.6,0,Canceled,2,5
INN00642,2,0,2,2,Meal Plan 1,1,Room_Type 1,34,2017,9,13,Online,0,0,0,94.5,2,Not_Canceled,2,4
INN15734,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,5,24,Corporate,0,0,0,110.0,1,Not_Canceled,2,2
INN02162,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,2,3
INN28625,2,0,0,3,Meal Plan 1,0,Room_Type 1,61,2018,12,8,Online,0,0,0,93.6,1,Not_Canceled,2,3
INN10595,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled,2,2
INN04434,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,5,2,Online,0,0,0,126.9,1,Not_Canceled,2,2
INN15645,3,0,0,3,Meal Plan 1,0,Room_Type 4,12,2018,3,2,Online,0,0,0,133.33,0,Not_Canceled,3,3
INN21409,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,2017,12,25,Online,0,0,0,66.24,0,Not_Canceled,2,4
INN35588,2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2017,9,25,Offline,0,0,0,160.0,0,Canceled,2,3
INN28609,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,23,Online,0,0,0,103.0,0,Canceled,1,1
INN26960,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2017,10,12,Online,0,0,0,103.5,1,Not_Canceled,2,3
INN04642,3,0,2,1,Meal Plan 1,0,Room_Type 4,86,2018,10,2,Online,0,0,0,151.2,2,Not_Canceled,3,3
INN12487,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled,1,4
INN16365,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled,2,7
INN00708,2,0,0,3,Not Selected,0,Room_Type 1,146,2018,7,13,Online,0,0,0,94.5,1,Not_Canceled,2,3
INN25506,2,0,2,8,Not Selected,0,Room_Type 1,16,2018,12,7,Online,0,0,0,75.99,0,Not_Canceled,2,10
INN17016,2,0,2,3,Meal Plan 1,0,Room_Type 1,178,2018,6,4,Online,0,0,0,100.3,0,Canceled,2,5
INN23799,2,0,0,1,Meal Plan 1,0,Room_Type 1,24,2018,5,14,Offline,0,0,0,95.0,1,Not_Canceled,2,1
INN06233,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled,2,3
INN35572,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,5,21,Offline,0,0,0,80.75,0,Not_Canceled,2,4
INN24682,3,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,3,25,Online,0,0,0,159.3,1,Canceled,3,1
INN00342,2,1,2,5,Meal Plan 1,0,Room_Type 1,95,2018,12,21,Online,0,0,0,103.7,3,Not_Canceled,3,7
INN06635,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled,2,2
INN23580,2,0,2,3,Meal Plan 1,0,Room_Type 1,15,2017,9,6,Online,0,0,0,91.73,0,Not_Canceled,2,5
INN07116,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Online,0,0,0,89.0,0,Canceled,2,4
INN27698,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,12,Offline,0,0,0,75.0,0,Not_Canceled,2,1
INN17968,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,6,8,Online,0,0,0,173.67,2,Not_Canceled,3,3
INN11348,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,1,2
INN30419,1,0,1,3,Meal Plan 1,1,Room_Type 1,12,2018,2,15,Online,0,0,0,95.0,0,Not_Canceled,1,4
INN20052,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,0,0,0,170.36,0,Canceled,4,7
INN01414,3,0,0,4,Meal Plan 1,0,Room_Type 4,103,2018,9,13,Online,0,0,0,168.3,1,Canceled,3,4
INN25959,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2,2
INN24697,2,0,0,3,Meal Plan 1,0,Room_Type 4,64,2018,3,10,Online,0,0,0,89.3,1,Not_Canceled,2,3
INN16026,2,0,0,2,Meal Plan 1,0,Room_Type 1,130,2018,11,25,Online,0,0,0,90.0,2,Not_Canceled,2,2
INN05603,1,0,2,1,Meal Plan 1,0,Room_Type 4,1,2017,9,19,Online,0,0,0,170.0,1,Not_Canceled,1,3
INN19959,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,4,17,Online,0,0,0,81.9,1,Not_Canceled,2,3
INN26371,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75.0,0,Not_Canceled,2,2
INN22272,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2017,10,6,Online,0,0,0,94.5,1,Not_Canceled,2,3
INN30505,2,0,0,1,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,80.0,0,Not_Canceled,2,1
INN26500,3,0,0,4,Meal Plan 1,0,Room_Type 4,87,2018,8,9,Online,0,0,0,150.3,0,Canceled,3,4
INN04141,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90.0,0,Canceled,2,5
INN35355,2,0,0,1,Not Selected,0,Room_Type 1,229,2018,9,3,Online,0,0,0,85.5,0,Canceled,2,1
INN23665,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2,5
INN22075,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled,2,4
INN17083,2,0,2,5,Meal Plan 1,0,Room_Type 1,128,2018,2,5,Offline,0,0,0,43.43,1,Not_Canceled,2,7
INN10008,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2017,9,18,Online,0,0,0,138.0,1,Not_Canceled,2,4
INN09606,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,6,26,Offline,0,0,0,80.75,1,Not_Canceled,2,3
INN03929,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,1,2
INN16184,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2017,10,4,Offline,0,0,0,46.54,0,Not_Canceled,2,4
INN21932,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled,2,3
INN05113,2,0,2,1,Meal Plan 1,0,Room_Type 1,280,2018,12,31,Online,0,0,0,86.7,0,Canceled,2,3
INN17776,2,0,1,2,Meal Plan 1,0,Room_Type 1,144,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled,2,3
INN18796,1,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,85.0,0,Not_Canceled,1,3
INN08639,2,1,0,1,Not Selected,0,Room_Type 1,4,2018,7,6,Online,0,0,0,100.08,1,Not_Canceled,3,1
INN30318,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled,2,3
INN25709,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled,2,3
INN12614,2,0,0,2,Meal Plan 2,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,120.0,0,Not_Canceled,2,2
INN20910,2,0,5,12,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,0,0,0,88.12,1,Not_Canceled,2,17
INN10623,1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,Not_Canceled,1,3
INN34880,1,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Offline,0,0,0,63.8,0,Not_Canceled,1,4
INN30186,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Online,0,0,0,124.0,0,Not_Canceled,2,2
INN19953,3,0,1,3,Meal Plan 1,0,Room_Type 4,154,2018,10,17,Online,0,0,0,151.2,2,Canceled,3,4
INN00323,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled,2,2
INN00589,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,12,30,Offline,0,0,0,192.03,1,Not_Canceled,2,2
INN00331,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,75.0,0,Not_Canceled,2,1
INN14964,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled,1,2
INN20884,2,1,0,3,Not Selected,0,Room_Type 1,170,2018,7,28,Online,0,0,0,86.24,2,Not_Canceled,3,3
